Date,Close,daily returns
05/01/2015,1270.125,
06/01/2015,1223.300049,-0.0368664115736641
07/01/2015,1208.849976,-0.0118123701636506
08/01/2015,1221.900024,0.0107954239641728
09/01/2015,1256.150024,0.0280301164802989
12/01/2015,1254.849976,-0.00103494644362643
13/01/2015,1248.949951,-0.00470177719475839
14/01/2015,1260.974976,0.0096281079881318
15/01/2015,1269.550049,0.00680035144488068
16/01/2015,1266.074951,-0.00273726743009238
19/01/2015,1255.5,-0.00835254736826403
20/01/2015,1250.224976,-0.0042015324571884
21/01/2015,1256.900024,0.00533907746856599
22/01/2015,1256.775024,-9.94510284136966E-05
23/01/2015,1251.800049,-0.00395852472001392
27/01/2015,1251.025024,-0.00061912843078976
28/01/2015,1269.800049,0.0150077133868746
29/01/2015,1272.324951,0.00198842487208009
30/01/2015,1241.025024,-0.0246005762721225
02/02/2015,1257.099976,0.0129529636301677
03/02/2015,1279.125,0.0175205030789055
04/02/2015,1257.150024,-0.0171796939313984
05/02/2015,1276.199951,0.0151532646353432
06/02/2015,1287.875,0.00914829137146703
09/02/2015,1256.449951,-0.0244006980491119
10/02/2015,1220.574951,-0.0285526693454422
11/02/2015,1229.949951,0.00768080648576246
12/02/2015,1231.074951,0.000914671364542377
13/02/2015,1269.375,0.0311110618966691
16/02/2015,1292.400024,0.0181388667651403
18/02/2015,1317.824951,0.0196726451004771
19/02/2015,1340.525024,0.0172254084146567
20/02/2015,1337.775024,-0.00205143503535224
23/02/2015,1348.324951,0.0078861742899455
24/02/2015,1352.375,0.00300376329681964
25/02/2015,1336.099976,-0.0120344017007117
26/02/2015,1328.224976,-0.00589402001456214
27/02/2015,1331.175049,0.00222106424235767
02/03/2015,1334.699951,0.00264796279245774
03/03/2015,1388,0.0399341057591752
04/03/2015,1373,-0.010806916426513
05/03/2015,1348.224976,-0.0180444457392571
09/03/2015,1323.400024,-0.0184130634292596
10/03/2015,1321.349976,-0.00154907659273252
11/03/2015,1303.275024,-0.0136791556576983
12/03/2015,1309.525024,0.00479561096844897
13/03/2015,1291.175049,-0.01401269518619
16/03/2015,1281.150024,-0.00776426481271008
17/03/2015,1291.849976,0.0083518337427748
18/03/2015,1279.675049,-0.00942441245205397
19/03/2015,1298.125,0.0144176844070045
20/03/2015,1305.474976,0.00566199402985072
23/03/2015,1308.574951,0.00237459549741694
24/03/2015,1295.650024,-0.00987710103278603
25/03/2015,1286.875,-0.00677268076830602
26/03/2015,1256.550049,-0.0235647992229238
27/03/2015,1257.400024,0.000676435451716803
30/03/2015,1282.074951,0.019623768513623
31/03/2015,1276.974976,-0.00397790706075505
01/04/2015,1271.324951,-0.00442453854318905
06/04/2015,1273.650024,0.00182885815162451
07/04/2015,1292.5,0.0147999651747347
08/04/2015,1320.699951,0.0218181439071567
09/04/2015,1332.275024,0.00876434726240099
10/04/2015,1326.875,-0.00405323518246787
13/04/2015,1327.75,0.000659444182760245
15/04/2015,1313.875,-0.0104500094144229
16/04/2015,1291.400024,-0.0171058708020169
17/04/2015,1237.425049,-0.0417957054335629
20/04/2015,1214.400024,-0.018607207780873
21/04/2015,1213.525024,-0.000720520407367844
22/04/2015,1222.550049,0.00743703246452371
23/04/2015,1228.625,0.00496908163798213
24/04/2015,1246.525024,0.0145691516939669
27/04/2015,1250.099976,0.00286793440257477
28/04/2015,1247.5,-0.00207981445477603
29/04/2015,1243.650024,-0.0030861531062124
30/04/2015,1231.849976,-0.00948823846924966
04/05/2015,1240.775024,0.00724523941542055
05/05/2015,1258.925049,0.0146279741685064
06/05/2015,1231.525024,-0.0217646197617281
07/05/2015,1272.625,0.0333732365961246
08/05/2015,1263.625,-0.00707199685689029
11/05/2015,1278,0.011376001582748
12/05/2015,1261.449951,-0.0129499600938967
13/05/2015,1257.699951,-0.00297276954747767
14/05/2015,1249.625,-0.00642041131796153
15/05/2015,1255.574951,0.00476138921676507
18/05/2015,1260.199951,0.00368357141588117
19/05/2015,1256.349976,-0.00305505090437834
20/05/2015,1278.525024,0.0176503748347268
21/05/2015,1277.75,-0.000606186023309334
22/05/2015,1308.949951,0.0244178837800822
25/05/2015,1300.5,-0.00645551878705869
26/05/2015,1304.425049,0.00301810765090346
27/05/2015,1307.625,0.00245315052977034
28/05/2015,1304.75,-0.00219864257719147
29/05/2015,1305.150024,0.000306590534585193
01/06/2015,1308.875,0.00285405963414361
02/06/2015,1299.949951,-0.00681887040397283
03/06/2015,1305.449951,0.00423093211840123
04/06/2015,1302.824951,-0.00201080094873741
